speech,emotion
진행하고 있는 프로젝트가 잘 풀리지 않으니까 일하고 싶은 마음도 없어. 무기력한 날이 점점 늘어나고 있어!,Sadness
해피의 장례식을 가족끼리 잘 치뤄줬어.,Sadness
아무것도 안 하고 있으려니 더 우울증 걸릴 것 같아.,Sadness
오늘 친구한테 전화해서 약속 장소를 변경할지 약속을 취소할지 이야기해봐야겠어.,Neutral
그저께 저녁에 갑자기 의식을 잃어서 동물병원 응급실로 데려갔어. 치료를 받으면서 조금 나아지는 것 같았는데.결국에 하늘나라로 갔어.,Sadness
"맞아. 무기력증이 온 것 같애. 지금 하는 프로젝트가 초반에 너무 힘들었잖아. 지금 좀 수월한데, 이럴 때 무기력증이 왔어.",Sadness
나 면접 또 떨어졌어.,Sadness
내가 무분별하게 써서 생활비가 없는 건데 부모님께 어떻게 손을 벌려.,Sadness
"이주동안 어떻게 버틸지 너무 걱정돼서 가족한테 도움을 요청하고 싶은데, 가족들도 경제적으로 너무 힘들기 때문에 도와줄 수가 없어. 나 혼자 어떻게든 해결하고 살아야 해.",Sadness
이젠 지쳤어. 다른 회사 준비하기엔 내가 너무 힘들어.,Sadness
응. 얘는 매번 약속이 있을 때마다 연락도 없이 늦어.,Angry
내가 흥청망청 해서 쓴 걸 어떻게 부모님께 손 벌리겠어.,Sadness
청소 문제야.,Angry
청소할 때마다 화를 냈지 그때마다 미안하다고만 해.	,Angry
권태기가 왔다고 시간 좀 갖자는 거야. 그러더니 결국 헤어지자고 그러더라고.,Sadness
취미 시간을 가져보면 우울한 마음이 사라질까?,Sadness
"아, 몰라! 이제 다 하기 싫어.",Sadness
응 나는 되게 어렵더라고 그래서 떨어졌나 봐.	,Sadness
나 내일 약속이 있는데 이대로 가도 될까?,Fear
괜히 매일 우울한 기분이야.,Sadness
최근에 키우던 강아지를 사람들이 많이 버리고 있어서 반려견 문제가 너무나 심각하대.,Sadness
룸메이트와 정말 많이 다투고 있어.,Angry
그래야겠지? 그런데 갈만한 곳이 마땅한 곳이 없어. 어떻게 해야 할지 모르겠다.,Sadness
응. 해피랑도 산책하는 시간을 많이 많이 가져볼게.,Sadness
아침부터 토를 봤더니 속이 너무 안좋아. 따뜻한 물을 먹고 속 좀 달래야겠어.,Disgust
면접에 떨어진 걸 아시면 너무 실망 할 거 같아서 아직 말씀 못 드렸어.,Sadness
얘기해본적은 있는데 진지하게는 한적없어. 오늘 해보려고.,Angry
성격은 좋아 털털하고 뒤끝 없고 그렇지만 생활습관 아닌 것 같아.	,Angry
3년 전에 친구 소개로 만나게 됐어.,Sadness
해피의 장례식은 가족끼리 잘 치뤘어. 해피를 생각하니까 너무 눈물이 났어.,Sadness
나도 잠깐 머리도 식힐 겸 밖에 나가고 싶은 데 잘못된 기획안을 다시 만들려면 시간이 부족해서 나갈 수가 없어.,Sadness
나도 어제 너무 힘들어서 일찍 퇴근해서 쉬고 싶어. 하지만 내일까지 기획안을 제출해야 해서 오늘 야근해야 할 것 같아.,Sadness
우리 아빠가 어제 또 다쳤어!,Sadness
3년 조금 넘었어. 함께 한 시간이 너무 아깝다.,Sadness
하는 프로젝트도 엉망이고 하는 일마다 다 안되는 것 같아.,Sadness
기획안을 내일까지 상사한테 제출 해야 해서 아무래도 오늘은 야근 해야 할 것 같아.	,Sadness
우울한 마음이 취미생활로 좀 나아졌으면 좋겠어.	,Sadness
산책 좋지. 바람이나 쐬러 좀 나갔다 와야겠다.,Sadness
응. 조언해줘서 정말로 고마워. 힘낼게.,Happiness
나 내일 약속이 있는데 그대로 나가도 될까?,Fear
아침부터 토를 봐서 속이 너무 안 좋았는데 따뜻한 물을 좀 마시면 나아질 것 같아!,Disgust
아무 것도 안 했더니 더 무력해진 거 같앴어. 취미를 가져 보는 게 나을 거 같애.,Sadness
집에 있긴 답답하고 속이 너무 불편해서 잠깐 나왔어 하지만 갈 데가 없다.	,Sadness
내일 약속있는데 그대로 나가도 될까?,Fear
나 요즘 허리가 아픈 것 같아.,Sadness
아니. 입맛이 없어서 아무것도 못 먹었어.,Sadness
제대로 화내본 적은 없는데. 오늘 꼭 얘기하려고.,Angry
고등학교 동창이었어.,Angry
고등학교 동창이었어. 그때는 이 아이가 이렇지 않았거든.,Angry
3년 전에 친구 소개로 만나게 되었어. 서로 첫 눈에 반한거지.,Sadness
나 요즘 허리가 아픈 것 같아.,Sadness
하. 부모님한테 어떻게 또 말 해.,Sadness
아니. 아직 식욕이 없어.,Sadness
약속 장소는 사람 많이 오는 명동이야.,Fear
모르겠어. 매사에 우울하고 무기력해.,Sadness
버려지는 강아지 수에 비해서 유기견 보호시설은 턱없이 부족하대. 그리고 유기견 보호시설 환경은 너무나 열악하대.,Sadness
청소할 때만 되면 핑계 대고 나가는 거야!,Angry
아직. 얘기를 못하겠어. 너무나 실망스러워 하실 것 같아서 차마 말이 안나와.,Sadness
지금 당장 관리하시는 분한테 가서 화장실에 토가 있다고 말씀드리고 청소를 부탁해야 할 것 같아.,Neutral
이번 면접은 꼭 붙을 거라고 생각했는데 떨어지고 나니까 너무 실망스러워서 밥맛도 없어.,Sadness
우리 아빠가 어제 또 다쳤어. ,Sadness
괜찮으셔 술 드시고 계단에서 넘어지셔서 허리를 좀 다쳤어.	,Sadness
조금만 더 참아보고 갈 데 없는 애 그냥 내보낼 수도 없고.,Sadness
사귀는 동안 성격이 너무 잘 맞아서 싸운 적이 한 번도 없었어. 그래서 사람들이 천생연분이라고 말했어.,Sadness
내가 집에 들어갈 때마다 나를 반겨주던 해피가 안 보이니까 너무나 허전하고 슬퍼. 해피가 너무 보고싶어.,Sadness
기획안을 내일까지 제출해야 해서 오늘 할일이 너무 많아 그래서 아무래도 야근해야 할 것 같아.,Sadness
상사가 나의 기획안에 대해서 잘못됐다고 지적하는데 다 맞는 이야기였어 그 이야기를 듣고 있는 모든게 내 잘못 같았어.	,Sadness
병원에 며칠만 입원하면 괜찮을 거야. 이런 일이 한 두번이 아니거든.,Sadness
룸메랑 너무 자주 싸우게 돼.,Angry
한 번도 안 싸웠어 그러다 갑자기 이러니까 믿기지가 않더라고.	,Sadness
그런 걸까. 잘 모르겠지만 아무튼 이제는 너무 힘들다.,Sadness
룸메이트와 너무 자주 싸우게 돼.,Sadness
너의 말대로 오늘은 산책을 하면서 우울한 마음을 떨쳐 버려야겠어.,Sadness
나 내일 약속이 있는데 그대로 가도 될까?,Fear
나 면접에서 또 떨어졌어.,Sadness
내일 약속 있는데 어쩌지?	,Fear
이번에 확진자가 나온 강남역이야. 정말 찜찜해서 그래.,Fear
알았어 해피랑 산책하는 시간도 가져볼게.,Sadness
한 달간 너무 힘들게 준비했잖아. 조금은 쉬어야 될 것 같애. 다른 회사는 지금 생각할 수가 없어.,Sadness
아무래도 약속 장소를 옮기는 게 나을 거 같지?,Fear
삼 년 동안 만났었어.,Sadness
우리 아빠가 어제 또 다쳤어.	,Sadness
그럴 수도 있겠다.,Neutral
3년 내내 한번도 싸운 적도 없었어. 아무래도 다른 사람이 생긴 것 같아!,Sadness
"응, 요즘 앉아서 일하는게 많아져서 그런가 봐.	",Sadness
밥맛도 없어.,Sadness
응. 어제 갑자기 아파서 응급실에 갔는데 괜찮아졌다가 그렇게 되었어.,Sadness
친구들이 오랜만에 다 만나는 거라 어쩔 수 없어.,Neutral
그런 것 같기도 하고. 정말 무기력증인가봐.,Sadness
사람들이 귀여울 때 잠깐 키우다가 버리는 경우가 대부분이래. 버려지는 반려견들을 보니까 너무 안쓰러웠어.,Sadness
당연히 그럴 때마다 화를 내봤지. 미안하다고 해. 그러고 다음에도 또 똑같애.,Angry
밥맛이 없어. 나중에 천천히 먹어야지. 지금은 쉬고 싶어.,Sadness
유기견 보호센터를 찍은 거였는데 유기견들의 삶이 너무 처참했어.,Sadness
괜히 매일 우울한 기분이야.,Sadness
오늘 친구랑 만나기로 약속해서 친구를 기다리는데 아직 안 왔어.,Angry
많이 했었지. 특히 엄마가 말씀 많이 하셨는데 안바뀌셔.,Sadness
이젠 하도 자주있는 일이라 걱정도 안된다 정말.,Angry
"너무 실망스러워서, 집에는 들어가기 싫고. 여기저기 방황하고 있어.",Sadness
헤어진지 두 달 정도 됐는데 아직도 적응이 안 돼.	,Sadness
아까 상사가 내 기획안을 지적하는데 모두 맞는 말이더라고. 그 이야기를 듣는데 모든 게 내 잘못 같았어.,Sadness
퇴근한지 얼마나 됐다고 회사에서 또 전화 왔어.,Angry
응. 너무 자주 있어. 술을 일주일에 다섯 번이나 드시거든. 그러면 한 번은 꼭 탈이 나게 돼 있어.,Angry
얘가 너무 청소도 안 하고 더러워.,Angry
두 달이 지났는데도 자꾸 생각이 나. 억울하기도 하고.,Sadness
그래 한번 그렇게 해봐야겠다.	,Happiness
나는 열심히 준비했는데 결과가 좋지 않아서 너무 속상했어. 언젠가는 나의 노력이 인정받는 날이 왔으면 정말 좋겠어.,Sadness
나 결국엔 헤어지게 됐어.,Sadness
약속 장소가 감염병 확진자가 확진된 강남지역이라서 너무 무서워.,Fear
강남인데 확진자 많이 나온 곳이라 만나기 좀 찝찝해서.,Fear
내가 부탁할 게 있어서 만나는거기 때문에 미루기는 좀 그래.,Sadness
나 결국 헤어졌어.,Sadness
부모님께선 이번엔 붙을거라고 생각하고 계셔. 어떻게 말씀드려야 될지 모르겠어.,Sadness
알았어 기분 나쁘지 않게 내가 잘 말해 볼게.	,Neutral
요즘 일이 많아서 하루종일 앉아서 일을 하다 보니까 허리가 부쩍 아픈 것 같아. 앉았다 일어나면 허리가 찌릿찌릿하고 아파.,Sadness
술 드시고 넘어지셨어. 계단에서 다치셔서 입원해계셔.,Sadness
집에 못 들어가고 밖에 있어.,Sadness
면접장에서 나와서 무작정 걷고 있어. 집에 가고싶은 생각이 안 들어.,Sadness
이제 두 달 지났는데 아직도 생각이 나. 잊을 수가 없어.,Sadness
또 까였어.,Sadness
사실은 좀 많이 힘들어.,Sadness
그래야겠어 취미생활이라도 좀 가지면 나아지겠지.	,Sadness
괜히 매일 우울한 기분이 들어.	,Sadness
다른 것도 잘 맞는 것 같진 않아. 하지만 다투는 건 청소만 할 때 그렇게 다퉈.,Angry
응. 최근에 너무 많이 늘어서 보호센터들마다 다 비상이 걸렸대. 받을 수 없을 정도로 늘어나고 있대.,Sadness
진행하고 있는 프로젝트가 잘 풀리지 않아서 기분이 우울해.,Sadness
친구를 기다린지 한 시간이 넘었는데 올 생각을 안해.,Angry
퇴근한지 얼마나 됐다고 회사에서 연락 또 왔어!,Angry
일주일에 이틀정도 빼고 매일 드셔.,Sadness
벌써 다섯 번이나 지원했다가 다 떨어졌어. 이제는 정말 갈 만한 곳이 있을지 잘 모르겠어.,Sadness
나 면접에 또 떨어졌어.,Sadness
"다른 회사도 준비하고 있긴 했었는데, 이번에 꼭 면접에 합격할 거라고 생각했어. 그래서 너무 속상해.",Sadness
룸메와 너무 자주 싸우게 돼.,Angry
"요새 일이 너무 많아서 야근하는 것도 힘든데, 새로운 업무를 준다니까 너무 힘들어서 회사 다니기 싫어져.",Angry
이야기해도 소용이 없어. 술을 좋아하니까 끊을 수도 없고. 이제는 포기 상태야.,Angry
화를 내도 며칠 동안 멀쩡했다가 금방 다시 돌아와.,Angry
꼭 그랬으면 좋겠어.,Sadness
그럴 때마다 이야기는 해봤지. 하지만 알았다고 하고 다음 날이면 또 그러고 있어.,Angry
남자친구가 갑자기 권태기가 왔다고 잠깐 떨어져서 지내자고 했어. 근데  며칠 있다 전화 와서 새로운 여자친구가 생겼대. 그래서 결국 헤어지게 됐어.,Sadness
감염병이 여기저기 확산되고 있어서 나도 걱정이 돼서 약속을 미루고 싶어.,Fear
면접에서 떨어졌다는 소식을 듣고 너무 실망해서 길거리를 여기저기 돌아다니고 있어.,Sadness
너무 중요한 약속이라 미룰 순 없어.,Sadness
15년 동안 우리 곁에서 함께한 해피가 갑자기 세상을 떠나서 가족들이 모두 슬퍼하고 힘들어.,Sadness
연락도 없고 자꾸 싸우게 되고 권태기인지 짜증만 내고 있어.	,Sadness
아직 안 먹었어. 집에가서 부모님과 같이 먹어야지. 그때 말씀도 좀 드리고.,Sadness
나 요즘 허리가 아픈 것 같아.,Sadness
일이 너무 많아서 병원에 갈 시간이 없어서 병원에 못 가봤어.,Sadness
응. 엄청 자주 드셔. 일주일에 다섯 번은 드신다.,Sadness
이번 시즌 마지막 준비였는데 실패했어.,Sadness
이번이 마지막 회사였어. 더이상 준비할 것도 없어 이젠.,Sadness
생활비가 다 떨어져서 2만원밖에 없어. 2주 정도 버텨야 되는데.,Sadness
나가기도 귀찮아.,Sadness
어. 그렇게 말해주니 정말 고맙다.,Happiness
응. 노력해 볼게. 응원해줘서 고마워.,Happiness
컨디션이 좋지 않고 진행하고 있는 프로젝트가 잘 풀리지 않는 기분이 들어서 우울해.,Sadness
내가 보증금을 빼줘야 되는데 돈이 없어서 한동안은 참고 살아야 해.,Sadness
정부 보조금과 사람들의 기부금 그리고 자원 봉사로 이루어져있어. 그런데도 요즘 들어서 아이들이 늘어나니까 운영하는데 힘들대.,Sadness
프로젝트에 진도가 잘 나가지지 않아서 일하고 싶은 마음이 사라졌어 무기력한 날이 점점 늘어가고 있어.	,Sadness
친구가 약속시간에 너무 늦으니까 마음이 답답해서 친구한테 전화를 했는데 전화를 안받아.,Angry
그러니까. 매번 나한테만 주는 거 정말 이상해!,Angry
가족들도 이젠 포기 상태야 그냥 먹던지 말던지 신경 안쓰신대.,Angry
집에서도 기대를 하고 있기 때문에 얘기를 못 하겠어 아니 슬퍼하실 거야.	,Sadness
면접에 떨어졌다는 소식을 듣고 마음이 심란해서 길거리를 돌아다니고 있어.,Sadness
부모님이 면접에 떨어진 걸 아시면 실망할 것 같아서 말씀 못 드렸어. 어떻게 말씀 드려야 할 지 걱정이야.,Sadness
청소 때문에 싸우게 된 것 같아. 너무 지저분하게 살어 걔.,Angry
일이 너무 많아서 나도 지치고 힘들어서 직장을 옮기고 싶어. 하지만 요새 직장 구하기가 쉽지 않아.,Sadness
퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.,Angry
다른 건 잘 맞는데 이 문제가 제일 커.,Angry
룸메이트랑 또 싸웠어.	,Angry
퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.,Angry
고등학교 동창이었어. 그 때는 정말 이러진 않았거든.,Angry
고등학교 때 친구가 소개시켜줘서 3년 동안 만났어.,Sadness
너의 말 대로 약속 장소를 옮겨 보는 것도 좋은 방법 같아. 하지만 친구가 어떻게 생각할지 모르겠어.,Fear
이번 면접에서 떨어졌으니까 다른 회사 갈 준비를 해야되는데 내가 정말 잘할 수 있을 지 걱정돼.,Sadness
